date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1/1/2017,-1.3,-8.8,10,0,0,,10.8,,1005.6,
1/2/2017,2.7,-6.6,11.1,0,0,,15.8,,1008,
1/3/2017,-5.9,-13.2,-5.5,0.5,0,,10.4,,1022.8,
1/4/2017,-9.4,-13.8,-2.1,0,0,,10.8,,1017,
1/5/2017,-14.4,-17.1,-13.2,4.3,30,,10.8,,,
1/6/2017,-14.1,-21.6,-7.1,0,50,,5.4,,1027.4,
1/7/2017,-11.2,-17.7,-1.6,0,50,,10.8,,1033.6,
1/8/2017,-2.2,-11.6,8.3,0,30,,8.6,,1023.9,
1/9/2017,8.3,-0.5,15.6,0,30,272,48.2,,,
1/10/2017,7.2,1.1,11.1,0,0,,33.5,,1004.8,
1/11/2017,8.7,0,13.9,0,0,267,35.3,,1000.1,
1/12/2017,3.3,-7.7,8.9,0,0,,18,,1017.1,
1/13/2017,-3.7,-8.2,5,0,0,,6.5,,,
1/14/2017,0.2,-5.5,8.9,0,0,,9.7,,1028.8,
1/15/2017,-1.1,-4.3,2.8,1,0,,8.3,,1019.2,
1/16/2017,-0.1,-2.1,1.1,0.3,30,324,29.2,,1018.5,
1/17/2017,0.2,-5.5,7.2,0,0,,7.6,,1020.9,
1/18/2017,1.4,-5.5,12.8,0,0,,12.6,,1013.6,
1/19/2017,3.5,-2.1,12.2,0,0,,10.1,,1002.2,
1/20/2017,1.6,-2.7,3.9,1.3,0,,11.2,,,
1/21/2017,-0.7,-6.6,5,0,0,,11.2,,999,
1/22/2017,1.6,-3.8,7.2,0,0,9,16.6,,1012.8,
1/23/2017,2.6,-5.5,11.7,0,0,202,19.1,,1004.1,
1/24/2017,0.8,-6.6,4.4,0,0,358,23,,1002,
1/25/2017,-5.7,-8.2,-2.1,0,0,,8.6,,1018.5,
1/26/2017,-7.1,-11.6,-3.2,0.8,30,,9,,1027.4,
1/27/2017,-6.6,-13.8,4.4,0,0,326,12.2,,1031.1,
1/28/2017,-0.5,-9.9,9.4,0,0,,15.1,,1029.2,
1/29/2017,4.3,-4.3,15,0,0,,13,,1028,
1/30/2017,6.5,-1,15.6,0,0,,12.6,,1019.1,
1/31/2017,9.2,-0.5,17.8,0,0,,17.6,,1011,
2/1/2017,2,-6,4.4,0,0,153,14,,1019.4,
2/2/2017,-6.8,-8.2,-6,0.8,0,158,14,,,
2/3/2017,-6.7,-10.5,-2.7,0,0,,12.2,,,
2/4/2017,5.1,-2.1,15.6,0,0,322,24.1,,1013.1,
2/5/2017,5.1,-4.3,16.7,0,0,,10.8,,1014.2,
2/6/2017,8.1,1.1,16.1,0,0,321,20.2,,1003.7,
2/7/2017,8.3,-0.5,17.2,0,0,46,19.1,,1003.3,
2/8/2017,11,0,15,0,0,307,24.8,,1011.6,
2/9/2017,9.9,1.7,20.6,0,0,,14,,1014.8,
2/10/2017,14.9,6.7,25,0,0,62,15.8,,,
2/11/2017,15.3,1.1,21.1,0,0,,22,,1009.5,
2/12/2017,2.4,-3.2,5,0.5,0,,17.3,,1031.5,
2/13/2017,2.2,-4.3,7.8,0,0,353,21.2,,1023.5,
2/14/2017,3.2,-2.7,8.3,0,0,344,22.7,,1024.6,
2/15/2017,2.9,-6,15.6,0,0,,9.4,,1021.9,
2/16/2017,7.8,-1,20,0,0,72,14.8,,1009.9,
2/17/2017,9.8,2.2,17.2,0,0,,14.4,,1004,
2/18/2017,7.4,0.6,15,0,0,114,12.6,,1006.2,
2/19/2017,7.4,0,14.4,0,0,87,19.8,,1003.4,
2/20/2017,8.2,-0.5,15.6,0,0,,15.1,,1013.8,
2/21/2017,11.7,1.1,22.2,0,0,,29.5,,1014.4,
2/22/2017,13.8,2.8,18.9,0,0,254,28.4,,1005.1,
2/23/2017,3.1,-8.2,6.1,0.3,0,346,25.9,,1001.6,
2/24/2017,-6.4,-11,-1,0,0,,10.8,,1017.6,
2/25/2017,-5.4,-14.9,5,0,0,,13,,1017.4,
2/26/2017,-1.6,-9.3,6.7,0,0,,12.2,,1011,
2/27/2017,0.8,-9.3,12.8,0,0,190,24.8,,1006.5,
2/28/2017,1.5,-6.6,5,0.3,0,51,16.9,,1007.9,
3/1/2017,-1.3,-8.8,6.1,0,0,213,16.9,,1024.2,
3/2/2017,-0.2,-8.8,9.4,0,0,91,13.7,,1030.8,
3/3/2017,3.5,-7.7,17.8,0,0,,12.2,,1024,
3/4/2017,7.4,-3.8,20,0,0,50,16.9,,1013.4,
3/5/2017,11.1,3.3,18.9,0,0,214,27.4,,1003.9,
3/6/2017,6.7,-4.9,10,0,0,266,35.6,,1002.5,
3/7/2017,1.2,-7.1,12.8,0,0,,22.7,,1020.1,
3/8/2017,10.7,1.1,20.6,0,0,297,22.3,,1016.7,
3/9/2017,12.2,1.7,23.3,0,0,,12.2,,1017.4,
3/10/2017,4.5,-4.9,12.2,0,0,174,9.4,,1023.1,
3/11/2017,7.2,0.6,12.2,0,0,35,18,,1022.4,
3/12/2017,5.8,-3.2,19.4,0,0,,19.4,,,
3/13/2017,3.3,-4.9,12.8,0,0,146,12.6,,1022.6,
3/14/2017,9.9,-1,22.8,0,0,,12.2,,1018.4,
3/15/2017,13.1,0,25.6,0,0,331,16.6,,1017.4,
3/16/2017,15.8,8.9,23.9,0,0,,14,,1012.2,
3/17/2017,13.8,5,20.6,0,0,148,19.4,,1019.3,
3/18/2017,13.3,1.7,26.7,0,0,,12.2,,1019.6,
3/19/2017,18.1,8.9,26.7,0,0,,11.9,,1014,
3/20/2017,16.9,5.6,24.4,0,0,,12.2,,1014.5,
3/21/2017,10.9,1.7,15.6,0,0,122,16.9,,1019.1,
3/22/2017,8.2,1.7,17.2,0,0,,11.9,,1015.9,
3/23/2017,12.7,2.8,22.8,0.5,0,266,31.7,,1000.9,
3/24/2017,5.8,0,7.8,4.8,30,347,38.9,,1013.2,
3/25/2017,4.9,-2.1,13.9,0,0,94,13.7,,1016.3,
3/26/2017,7.7,2.8,12.8,0.5,0,346,25.9,,1009.6,
3/27/2017,7.2,0,14.4,0.3,0,138,16.2,,1011.5,
3/28/2017,7.2,1.7,10.6,2.5,0,,22,,1009.6,
3/29/2017,5.1,1.7,12.2,0,0,342,29.2,,1016,
3/30/2017,8.1,-1,16.7,0,0,,14.8,,1007.2,
3/31/2017,5,0,6.1,2.5,0,90,15.8,,,
4/1/2017,0.9,0,2.8,6.1,0,,9.4,,,
4/2/2017,4.8,0,14.4,0.3,0,,10.1,,1011.9,
4/3/2017,7.8,0.6,11.7,2.8,0,30,20.9,,1006.2,
4/4/2017,1.8,-1,3.3,15,100,,18.7,,,
4/5/2017,1.7,-5.5,9.4,0,30,,11.2,,1023.7,
4/6/2017,6.6,-1,15,0,0,144,16.6,,1022,
4/7/2017,12.3,2.8,23.9,0,0,303,15.5,,1011.2,
4/8/2017,17.7,9.4,23.9,0,0,,20.2,,1001.5,
4/9/2017,13.9,5.6,17.8,0,0,247,27.7,,1001.6,
4/10/2017,8,0,14.4,0,0,170,18.4,,1017.5,
4/11/2017,8.4,-2.1,18.9,0,0,,13,,1019,
4/12/2017,14.6,5,23.3,0,0,,10.1,,1014,
4/13/2017,14.5,5,22.8,0,0,112,16.2,,1013.2,
4/14/2017,15.8,5,26.7,0,0,240,23,,,
4/15/2017,16.1,7.2,22.8,0,0,45,16.9,,1008.8,
4/16/2017,12.7,5,19.4,0,0,157,18.4,,1016.2,
4/17/2017,13.3,6.7,22.8,0.5,0,150,16.6,,1013.7,
4/18/2017,14.9,8.3,22.2,0,0,156,20.2,,1010.4,
4/19/2017,19.1,7.2,23.9,0,0,301,22.3,,1007,
4/20/2017,9.9,4.4,14.4,13.2,0,119,19.1,,1019.2,
4/21/2017,6,2.8,11.7,8.4,0,65,20.2,,,
4/22/2017,4.4,1.7,10.6,0.8,0,140,11.2,,1025.2,
4/23/2017,8.3,1.1,20,0,0,,14,,1013.3,
4/24/2017,16.1,8.9,22.8,0,0,94,17.6,,997.6,
4/25/2017,9.9,1.7,13.3,4.6,0,9,20.9,,999.2,
4/26/2017,5,-0.5,12.8,0,0,,11.2,,1008.1,
4/27/2017,7.8,2.8,13.9,0,0,31,15.5,,999.5,
4/28/2017,5.9,-1.6,11.7,2.5,0,,18.4,,1005.2,
4/29/2017,-0.2,-2.1,0.6,0.3,0,345,35.3,,1020.3,
4/30/2017,2.9,-1.6,13.3,0,0,338,34.6,,1014.7,
5/1/2017,10.2,0.6,18.3,0,0,,13.7,,1011.7,
5/2/2017,7.7,2.2,10,3.6,0,,12.6,,1015.6,
5/3/2017,7.4,2.8,12.2,0,0,350,24.5,,1021.8,
5/4/2017,10.6,-0.5,21.7,0,0,,13.7,,1022.4,
5/5/2017,14.6,5,23.3,0,0,,10.1,,1015.8,
5/6/2017,17.6,8.3,27.2,5.6,0,124,12.2,,,
5/7/2017,17.3,10.6,25,0,0,75,11.2,,1006.4,
5/8/2017,15.9,8.3,23.3,10.9,0,46,13.7,,1011.1,
5/9/2017,11.1,8.9,15,2.8,0,176,17.6,,,
5/10/2017,11.5,6.1,18.3,6.9,0,10,24.1,,1012.2,
5/11/2017,10.9,7.8,18.3,0,0,15,23.8,,1018.8,
5/12/2017,12.8,8.3,21.1,0,0,162,15.8,,1016.7,
5/13/2017,16.2,6.1,27.2,0,0,,22.3,,1005.3,
5/14/2017,18.9,10.6,24.4,0,0,120,18.4,,1005.5,
5/15/2017,18.9,10,26.7,0,0,162,21.6,,1002.4,
5/16/2017,17.7,10,22.8,0,0,186,22,,998.6,
5/17/2017,13.6,6.7,21.7,0.3,0,255,20.2,,998.1,
5/18/2017,6.7,1.1,10,29.2,0,,25.2,,,
5/19/2017,3.6,1.1,7.8,0,0,336,31.3,,1017.7,
5/20/2017,6.4,0,16.7,0,0,,9.7,,1018.5,
5/21/2017,12.4,7.2,18.9,0,0,,13.3,,1018.9,
5/22/2017,12.6,4.4,18.3,5.3,0,326,18.7,,1018.7,
5/23/2017,9.4,4.4,17.2,0,0,337,20.5,,1019.2,
5/24/2017,14.7,3.9,27.8,0,0,,11.9,,1005.1,
5/25/2017,20.3,11.1,27.2,0,0,343,20.5,,997,
5/26/2017,14.6,7.2,22.8,11.2,0,,20.5,,,
5/27/2017,12.2,6.7,16.1,3.8,0,358,19.8,,1015.6,
5/28/2017,12.4,5,20.6,0,0,336,11.9,,1021.9,
5/29/2017,14.1,8.3,19.4,0.5,0,288,13.7,,1020.1,
5/30/2017,15.5,7.2,22.8,0,0,,9.4,,1018.1,
5/31/2017,16.9,7.8,25.6,0,0,,12.6,,1013.9,
6/1/2017,17.9,7.8,25,0.5,0,83,13.7,,,
6/2/2017,17.1,10,25.6,1,0,,16.2,,1011.7,
6/3/2017,16.7,8.3,24.4,0,0,25,15.5,,1016.9,
6/4/2017,17.9,8.9,26.7,0,0,158,10.8,,1014.7,
6/5/2017,19.6,11.1,26.1,0,0,,12.6,,1012.9,
6/6/2017,19.1,13.3,25.6,0.8,0,,14.4,,,
6/7/2017,17.7,10,26.7,0,0,122,15.5,,1017.3,
6/8/2017,18,11.1,27.2,0,0,,9.7,,1013.3,
6/9/2017,21.8,10.6,32.8,0,0,,14.4,,1005.5,
6/10/2017,26.2,17.2,34.4,0,0,,20.2,,998.2,
6/11/2017,24.6,13.9,28.3,0,0,28,13.7,,1001.8,
6/12/2017,22.8,13.9,32.2,0,0,166,24.1,,1003.1,
6/13/2017,23.2,15,28.3,0,0,215,25.6,,1001.6,
6/14/2017,21.4,11.7,29.4,0,0,161,18,,1008.8,
6/15/2017,23.7,15,31.1,0,0,,15.5,,1010,
6/16/2017,23.9,12.8,33.9,0,0,,7.9,,1007.8,
6/17/2017,25.9,14.4,33.9,0,0,,20.5,,1005.6,
6/18/2017,18.6,13.9,26.7,0,0,,15.5,,1013.5,
6/19/2017,22.1,15.6,30,0,0,227,18,,1016,
6/20/2017,24.1,13.3,34.4,0.5,0,,11.2,,1013.2,
6/21/2017,27.1,17.8,35,0.8,0,,14,,1008.5,
6/22/2017,25.3,16.1,33.9,0,0,,13.3,,1006,
6/23/2017,15.9,10,17.8,0,0,,13.7,,1018.2,
6/24/2017,15.3,11.7,21.7,0,0,,10.8,,1022.2,
6/25/2017,18.4,10,26.1,7.1,0,,13.7,,1021.2,
6/26/2017,19.2,14.4,29.4,0.3,0,156,10.8,,1018.2,
6/27/2017,21.9,11.1,34.4,0.3,0,,16.2,,1007.6,
6/28/2017,23.9,15,31.7,0,0,148,20.9,,1005,
6/29/2017,22.1,14.4,28.9,1.5,0,,14,,1007.7,
6/30/2017,17.1,11.7,22.2,0,0,147,15.5,,1017.5,
7/1/2017,18.6,9.4,30,17,0,130,12.2,,,
7/2/2017,21.9,13.3,32.2,0,0,,12.6,,1013.7,
7/3/2017,22.1,13.9,30,0,0,,12.2,,,
7/4/2017,23.7,12.8,32.8,0,0,26,17.6,,1013.9,
7/5/2017,23.9,13.3,33.3,0,0,,10.4,,1016.9,
7/6/2017,25.4,14.4,34.4,0,0,,17.3,,1018.3,
7/7/2017,23,13.9,32.8,2,0,,12.2,,1020,
7/8/2017,20.4,13.3,29.4,6.6,0,,13,,1019.8,
7/9/2017,22.5,12.8,33.3,0,0,,10.8,,1015.6,
7/10/2017,25.4,15.6,33.3,0,0,49,14,,1010.5,
7/11/2017,24.4,17.2,32.8,3.8,0,346,15.1,,1009.4,
7/12/2017,23.3,16.7,30.6,9.1,0,329,16.6,,1013.8,
7/13/2017,18.8,16.1,24.4,3.8,0,,8.6,,1019.8,
7/14/2017,19.2,14.4,27.2,8.1,0,37,12.6,,,
7/15/2017,18.6,16.7,25.6,2,0,0,13,,1021.5,
7/16/2017,19.6,13.9,27.2,0,0,,12.2,,1016.8,
7/17/2017,24.1,15.6,33.3,0.5,0,,13.7,,1011.6,
7/18/2017,24.4,16.1,33.3,13,0,,15.8,,,
7/19/2017,23.8,17.8,33.9,0.8,0,87,15.5,,1014.4,
7/20/2017,25.4,19.4,33.3,0,0,303,16.2,,1013.5,
7/21/2017,26.2,18.3,33.3,0.3,0,359,18,,,
7/22/2017,22.6,16.7,30.6,2.5,0,,10.8,,1015,
7/23/2017,22.6,15,30,0,0,123,10.8,,1015.7,
7/24/2017,23.4,16.1,31.7,0,0,105,11.5,,1012.7,
7/25/2017,25.2,18.9,33.3,1.3,0,,14,,,
7/26/2017,22.4,17.2,28.9,42.2,0,,14.4,,,
7/27/2017,20.1,16.1,26.1,2.3,0,163,13.7,,,
7/28/2017,22.3,17.2,28.9,0.5,0,,10.4,,,
7/29/2017,19.7,16.1,26.7,34,0,272,14.4,,,
7/30/2017,19.2,16.1,25.6,8.4,0,,10.8,,1019.9,
7/31/2017,19.2,14.4,27.8,0,0,339,12.2,,1020.3,
8/1/2017,20.9,13.9,28.9,0,0,46,14,,1020.7,
8/2/2017,20.8,13.3,27.8,0,0,140,14.8,,1018.2,
8/3/2017,19.1,14.4,21.1,1.8,0,19,18,,1020.4,
8/4/2017,17.7,13.9,25,3.3,0,,16.6,,1016.3,
8/5/2017,21.2,15.6,27.2,0,0,,15.5,,1010.1,
8/6/2017,18.7,12.2,23.9,16.5,0,36,13.3,,1014.9,
8/7/2017,15.1,13.3,17.2,19.8,0,,12.6,,,
8/8/2017,16.4,13.9,22.8,7.9,0,136,9.4,,1019.1,
8/9/2017,18.2,12.2,25,2,0,,12.6,,1018.2,
8/10/2017,18.2,13.3,25,8.4,0,,14.8,,,
8/11/2017,15.8,13.3,20,0.8,0,151,15.5,,1020.4,
8/12/2017,17.8,11.7,26.1,0.5,0,130,9.4,,,
8/13/2017,19.7,12.8,28.9,0,0,,11.9,,1012.2,
8/14/2017,19.9,12.8,29.4,0,0,,10.1,,,
8/15/2017,21.5,15,30,0,0,,13,,1006.8,
8/16/2017,18.4,14.4,23.3,0.3,0,,10.1,,1013.8,
8/17/2017,19.6,13.9,27.8,0,0,,9.7,,1016.2,
8/18/2017,22.4,13.3,29.4,0,0,,13.3,,1015.1,
8/19/2017,23.2,13.9,32.2,0,0,,12.2,,1012.6,
8/20/2017,23.6,16.7,30.6,0.5,0,0,16.9,,1011.9,
8/21/2017,22.7,16.7,30,0,0,354,13,,1013.9,
8/22/2017,19.4,13.9,23.9,0,0,131,15.5,,,
8/23/2017,19.3,12.8,27.8,0,0,,9.7,,1017,
8/24/2017,20.2,12.2,26.7,0,0,342,11.5,,,
8/25/2017,20,11.1,29.4,0,0,,9.4,,1013.9,
8/26/2017,22.9,12.8,32.2,0,0,,12.2,,1016.6,
8/27/2017,22.9,13.9,28.9,0,0,25,17.3,,1018.6,
8/28/2017,20.6,13.9,27.2,0,0,,11.5,,1019.7,
8/29/2017,20.7,12.2,29.4,0,0,,11.5,,1017.6,
8/30/2017,21.3,12.2,29.4,0,0,129,15.8,,1016.6,
8/31/2017,19.9,11.1,27.2,0,0,93,12.2,,1015.8,
9/1/2017,21.7,14.4,29.4,0,0,348,16.6,,1015.1,
9/2/2017,22.3,12.8,31.7,0,0,32,13.7,,1018.2,
9/3/2017,24.3,13.3,35,0,0,21,11.5,,1016.6,
9/4/2017,23.9,13.9,30.6,0,0,290,16.2,,1016.6,
9/5/2017,17.2,13.3,20.6,0,0,149,11.5,,1023.3,
9/6/2017,16.5,7.2,24.4,0,0,,9.7,,1020.7,
9/7/2017,19.1,10,27.8,0,0,116,13,,1015,
9/8/2017,20.6,12.8,28.3,0,0,340,11.5,,1014.5,
9/9/2017,20.8,12.8,31.7,0,0,,13,,1015.2,
9/10/2017,22.6,15,30.6,0,0,,13.3,,1016.2,
9/11/2017,22.7,16.1,30,4.3,0,,11.2,,1018.1,
9/12/2017,21.6,13.9,29.4,0,0,,9.4,,1014.1,
9/13/2017,23.1,14.4,31.1,0,0,,14.8,,1008,
9/14/2017,21.5,12.8,30.6,0,0,,12.2,,1006.2,
9/15/2017,21.5,13.9,27.8,0,0,,16.9,,1003.6,
9/16/2017,16.7,11.1,22.8,0,0,102,16.6,,1012.7,
9/17/2017,14,9.4,20,0.5,0,155,19.1,,1017.6,
9/18/2017,17.1,8.9,27.2,0,0,125,14,,1012.1,
9/19/2017,20.6,7.8,28.3,0,0,184,24.8,,1001.1,
9/20/2017,13.4,4.4,21.7,0,0,138,23,,1010.4,
9/21/2017,17.9,6.7,29.4,0,0,146,20.9,,1004.4,
9/22/2017,21.9,13.9,28.3,0,0,188,27,,1002.1,
9/23/2017,15.2,7.8,16.7,27.2,0,,18.4,,1008.1,
9/24/2017,9.6,7.2,13.9,1.3,0,,11.2,,1012.7,
9/25/2017,10.3,7.2,14.4,7.4,0,,15.5,,1015.8,
9/26/2017,9.3,6.7,15,1.3,0,,10.8,,1020.8,
9/27/2017,10.1,8.3,10.6,13.7,0,,5.4,,1025.1,
9/28/2017,8.4,6.7,9.4,13.5,0,,13,,1026.8,
9/29/2017,9,8.3,12.8,1.3,0,,16.9,,1023.8,
9/30/2017,12.6,7.8,17.8,0,0,169,13.7,,1015.7,
10/1/2017,13.7,6.1,22.2,0,0,310,20.5,,1006.3,
10/2/2017,9.8,4.4,16.1,0,0,,13.7,,1008.6,
10/3/2017,7.7,4.4,13.9,0.5,0,162,12.6,,1022.1,
10/4/2017,11.3,9.4,15,1,0,,12.2,,1023.9,
10/5/2017,14.7,8.3,21.1,0.5,0,102,12.2,,1016.3,
10/6/2017,14.3,3.3,19.4,0,0,,14.8,,1009.2,
10/7/2017,12.4,1.7,25,0,0,130,12.6,,1008.4,
10/8/2017,17.7,3.3,23.9,0,0,353,25.9,,1000.6,
10/9/2017,4.6,-1,4.4,2.3,0,351,24.5,,1022.1,
10/10/2017,3.7,-3.8,14.4,0,0,,11.2,,1027.4,
10/11/2017,10.2,-1,23.9,0,0,,10.8,,1015.2,
10/12/2017,15.9,6.1,26.1,0,0,257,25.2,,1009.5,
10/13/2017,12.3,5,17.8,0,0,148,15.5,,1015.4,
10/14/2017,11.6,2.8,21.7,0,0,52,23.8,,1015.3,
10/15/2017,6.5,-4.3,16.1,0,0,,9.4,,1030.5,
10/16/2017,11.2,0.6,25,0,0,,11.2,,1025,
10/17/2017,13.4,4.4,23.3,0,0,65,10.8,,1019.5,
10/18/2017,15.1,5,25,0,0,11,11.9,,1016.4,
10/19/2017,13.8,3.9,22.8,0,0,90,13.7,,1014,
10/20/2017,14.5,6.1,24.4,0,0,223,19.1,,1001.5,
10/21/2017,12.7,0,17.2,0,0,344,24.1,,1008.9,
10/22/2017,7.3,-1.6,20,0,0,,9.7,,1021.6,
10/23/2017,10.2,1.7,14.4,0,0,,14.4,,1025.8,
10/24/2017,6,0,13.9,0,0,293,10.1,,1033.2,
10/25/2017,12.4,3.3,26.1,0,0,10,15.8,,1017.4,
10/26/2017,12,-1,17.2,0,0,346,31.7,,1013.4,
10/27/2017,1.1,-6.6,7.8,0,0,202,8.6,,1025.8,
10/28/2017,5,0,13.9,0,0,281,7.2,,1021,
10/29/2017,10.3,1.1,22.2,0,0,,14.8,,1012.7,
10/30/2017,2.6,-2.1,4.4,0.5,0,,15.5,,1021.7,
10/31/2017,1.5,-2.7,11.1,1,30,,15.8,,1013.7,
11/1/2017,10.3,1.1,21.7,0,0,,13.7,,1000.9,
11/2/2017,11.3,1.1,15,0,0,135,17.6,,,
11/3/2017,4.9,1.7,15,0,0,154,10.1,,1016.3,
11/4/2017,14.3,6.7,21.1,0,0,,23.4,,1006.9,
11/5/2017,9.1,0,11.7,0,0,178,16.9,,1010.1,
11/6/2017,3.2,-0.5,11.7,0,0,,9,,1017.3,
11/7/2017,1.4,-2.1,2.8,2.8,0,111,18,,1026.2,
11/8/2017,-1.7,-3.2,2.8,0.3,30,,7.9,,1026.2,
11/9/2017,1.8,-1,5,0,0,,11.2,,1023.7,
11/10/2017,2.3,-1,12.2,0,0,,5.8,,1017.4,
11/11/2017,7.6,0,18.9,0,0,,13,,,
11/12/2017,4.6,-3.2,10.6,0,0,,15.5,,1027.5,
11/13/2017,9.9,0.6,21.1,0,0,3,13.3,,1019.4,
11/14/2017,11.2,2.2,20,0,0,38,12.2,,1013.6,
11/15/2017,5.2,-2.7,10,0,0,133,17.6,,1021.8,
11/16/2017,8,-1.6,22.8,0,0,343,18,,1011.2,
11/17/2017,15.7,1.7,19.4,0.8,0,255,32,,1001.2,
11/18/2017,2.7,-5.5,6.7,0,0,358,14.4,,1023.3,
11/19/2017,2.6,-6,14.4,0,0,36,11.2,,1021.1,
11/20/2017,10.8,-0.5,19.4,0,0,309,20.5,,1009,
11/21/2017,9.7,-1.6,11.1,0,0,69,15.5,,1020.9,
11/22/2017,7.2,-1.6,19.4,0,0,,11.5,,1025,
11/23/2017,11,5,19.4,0,0,,8.3,,1018.4,
11/24/2017,15.1,3.9,23.3,0,0,16,16.2,,1009.1,
11/25/2017,8.1,1.7,17.2,0,0,,10.8,,1020.8,
11/26/2017,10.6,2.2,21.7,0,0,,10.8,,1020.6,
11/27/2017,13,5,24.4,0,0,78,15.1,,1006.2,
11/28/2017,7.1,-1,12.8,0,0,226,24.1,,1020.6,
11/29/2017,3.7,-4.3,18.3,0,0,,10.4,,,
11/30/2017,3,-3.2,7.8,0,0,131,14,,,
12/1/2017,8.1,0,19.4,0,0,,16.6,,1016.1,
12/2/2017,6.7,-2.7,16.7,0,0,120,14,,1018.9,
12/3/2017,8.1,0,19.4,0,0,,17.6,,1007.2,
12/4/2017,6.7,-7.7,10.6,0,0,304,31.3,,1011.5,
12/5/2017,-3.5,-12.1,6.7,0,0,,12.2,,1027.9,
12/6/2017,-3.3,-7.7,1.7,0,0,,11.2,,1032.8,
12/7/2017,-5.9,-14.9,2.8,0,0,,18.4,,1032.5,
12/8/2017,5.3,0,11.7,0,0,332,33.1,,1023,
12/9/2017,6.7,-2.1,15.6,0,0,330,12.2,,1027.4,
12/10/2017,3.6,-3.2,12.8,0,0,18,11.2,,1031,
12/11/2017,5.8,-1.6,14.4,0,0,23,12.6,,1028.4,
12/12/2017,4.8,-6,16.1,0,0,43,10.4,,1027.2,
12/13/2017,6.1,0,10,0,0,4,18.4,,1018.2,
12/14/2017,0.6,-6,3.3,0,0,,10.8,,1025.2,
12/15/2017,1.2,-7.7,14.4,0,0,7,10.4,,1019.6,
12/16/2017,5.6,-1,12.2,0,0,12,20.2,,1008.4,
12/17/2017,-2.1,-8.8,0,0,0,133,7.9,,1017.8,
12/18/2017,0.2,-8.8,13.3,0,0,,8.6,,1018.1,
12/19/2017,3.2,-4.9,10,0,0,,14.4,,1018.4,
12/20/2017,4.2,-5.5,18.3,0,0,,18.7,,1008.9,
12/21/2017,0.2,-10.5,5,0,0,345,25.2,,1012.8,
12/22/2017,-4.6,-13.2,5,0,0,,9.7,,1021.6,
12/23/2017,-2.1,-11.6,5,0,0,,16.9,,1016.8,
12/24/2017,-9.4,-15.5,-4.9,0,0,,7.9,,1028.4,
12/25/2017,-3.1,-12.1,7.2,0,0,,11.9,,1019.4,
12/26/2017,-10.7,-14.3,-9.3,0.3,0,,7.6,,1028.4,
12/27/2017,-8.3,-17.7,8.3,0,0,,10.4,,1027.9,
12/28/2017,5.3,-7.1,13.9,0,0,,11.9,,1022.4,
12/29/2017,5.6,-5.5,20,0,0,97,14,,1017.7,
12/30/2017,-3.3,-8.8,3.9,0,0,,13.7,,1019.6,
12/31/2017,-5,-12.7,-1.6,0,0,152,14.8,,,
1/1/2018,-10.4,-17.1,-1,0,0,,7.6,,1031.8,
1/2/2018,-4.1,-10.5,6.1,0,0,,13,,1030.4,
1/3/2018,-1.7,-9.3,8.3,0,0,,11.2,,1028.9,
1/4/2018,2.2,-5.5,11.1,0,0,59,12.6,,1024,
1/5/2018,2.6,-6.6,12.2,0,0,28,10.4,,1023.6,
1/6/2018,3.6,-1.6,12.2,0,0,,8.6,,1017.6,
1/7/2018,5.6,-3.2,10.6,0,0,64,18.4,,1016.3,
1/8/2018,3.1,-4.9,13.3,0,0,77,9,,1019.1,
1/9/2018,10.6,3.9,20,0,0,,16.6,,1007.2,
1/10/2018,8.9,-3.2,14.4,2,0,,15.1,,998.9,
1/11/2018,-0.9,-6.6,2.8,0,0,201,15.1,,1020.1,
1/12/2018,0.4,-7.7,11.1,0,0,,18.4,,1022.8,
1/13/2018,0.6,-6,8.3,0,0,63,9.4,,1028.2,
1/14/2018,0,-6.6,8.3,0,0,,11.5,,1027.9,
1/15/2018,-2.9,-10.5,2.8,0,0,19,19.8,,1032.1,
1/16/2018,-9,-18.2,0.6,0,0,,7.9,,1037.5,
1/17/2018,-0.9,-11,12.8,0,0,15,12.6,,1028.5,
1/18/2018,2.2,-6.6,14.4,0,0,43,10.8,,1020.9,
1/19/2018,7.5,-1,21.1,0,0,,11.5,,1008.7,
1/20/2018,11.4,-2.7,17.2,0,0,256,20.5,,1004,
1/21/2018,-1.4,-6,-1,2,0,337,23.8,,1010.6,
1/22/2018,-2.7,-8.2,6.7,0,30,338,16.9,,1020.2,
1/23/2018,-1.7,-10.5,5,0,0,,11.2,,1026.7,
1/24/2018,-0.3,-9.9,11.1,0,0,,10.1,,1025.5,
1/25/2018,5.3,-3.2,16.7,0,0,145,18.7,,1012.3,
1/26/2018,4.9,-6.6,7.8,0,0,301,22.7,,1014.2,
1/27/2018,-0.9,-9.9,7.8,0,0,,9.7,,1026.8,
1/28/2018,1.6,-6.6,11.1,0,0,66,9.7,,1029.7,
1/29/2018,1.3,-6.6,12.2,0,0,,9,,1031.6,
1/30/2018,6.2,-0.5,15.6,0,0,,12.2,,1016,
1/31/2018,7.3,-4.3,14.4,0,0,48,14.4,,1010.9,
2/1/2018,-1.7,-7.1,1.7,0,0,,13.7,,1025.4,
2/2/2018,-0.1,-8.2,12.8,0,0,77,8.3,,1022.7,
2/3/2018,6.5,-3.8,16.7,0,0,349,16.6,,1011.1,
