Date,Calls,day,sin_day_of_week,cos_day_of_week,sin_month,cos_month,sin_week_of_year,cos_week_of_year,is_holiday
2017-08-08,477,8,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.663122658240795,-0.7485107481711013,0
2017-08-09,531,9,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.663122658240795,-0.7485107481711013,0
2017-08-10,479,10,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.663122658240795,-0.7485107481711013,0
2017-08-11,455,11,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.663122658240795,-0.7485107481711013,0
2017-08-12,287,12,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.663122658240795,-0.7485107481711013,0
2017-08-13,278,13,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.663122658240795,-0.7485107481711013,0
2017-08-14,523,14,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0
2017-08-15,464,15,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0
2017-08-16,487,16,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0
2017-08-17,471,17,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0
2017-08-18,425,18,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0
2017-08-19,271,19,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0
2017-08-20,295,20,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.7485107481711011,-0.6631226582407952,0
2017-08-21,448,21,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0
2017-08-22,487,22,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0
2017-08-23,468,23,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0
2017-08-24,457,24,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0
2017-08-25,449,25,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0
2017-08-26,302,26,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0
2017-08-27,259,27,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.8229838658936564,-0.5680647467311559,0
2017-08-28,510,28,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.8854560256532096,-0.4647231720437691,0
2017-08-29,373,29,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.8854560256532096,-0.4647231720437691,0
2017-08-30,341,30,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,-0.8854560256532096,-0.4647231720437691,0
2017-08-31,345,31,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,-0.8854560256532096,-0.4647231720437691,0
2017-09-01,310,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,0
2017-09-02,261,2,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,0
2017-09-03,265,3,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,0
2017-09-04,265,4,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,1
2017-09-05,372,5,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,0
2017-09-06,322,6,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,0
2017-09-07,308,7,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,0
2017-09-08,335,8,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,0
2017-09-09,264,9,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,0
2017-09-10,263,10,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,0
2017-09-11,362,11,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0
2017-09-12,358,12,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0
2017-09-13,343,13,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0
2017-09-14,321,14,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0
2017-09-15,294,15,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0
2017-09-16,262,16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0
2017-09-17,252,17,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.970941817426052,-0.23931566428755774,0
2017-09-18,344,18,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0
2017-09-19,330,19,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0
2017-09-20,299,20,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0
2017-09-21,301,21,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0
2017-09-22,301,22,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0
2017-09-23,260,23,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0
2017-09-24,264,24,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.992708874098054,-0.12053668025532357,0
2017-09-25,359,25,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0
2017-09-26,339,26,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0
2017-09-27,347,27,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0
2017-09-28,384,28,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0
2017-09-29,323,29,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0
